post_content,trend,Likes,Shares,Comments
need rafale boost iafs depleting strength iaf chief,Highly Trending,743,115,311
honest word powerful bullet activist post release,Low Trending,231,140,76
donkey latif posted video sehwag fame tiwary,Moderately Trending,504,54,492
yrold indonesian girl jailed abortion rape brother,Moderately Trending,977,108,213
cbi arrests cheating banks tune cr,Low Trending,570,181,328
sleepless nights soldier martyred rajnath,Moderately Trending,754,65,128
great gilchrist hit sreesanth didnt runs money wife,Moderately Trending,594,81,471
messi scores brace barcelona win stadium,Low Trending,572,177,133
augmented reality glasses help doctors surgery,Low Trending,683,189,340
bigger wc win shastri indias test series win aus,Moderately Trending,484,47,95
o panneerselvam takes oath tamil nadu deputy cm,Low Trending,540,199,159
jet airways crew ready atc nod suspended,Low Trending,510,141,164
amazon invests million blurubased lending startup,Moderately Trending,678,14,95
kerala mla breaks barrier asked pay toll,Low Trending,458,181,127
andy rubins startup valued bn selling phones,Low Trending,63,7,122
important listen people dont flatter kapil,Highly Trending,885,185,399
kerala woman wrongly presumed dead kept mortuary,Low Trending,424,144,266
spare drivers drive drunk customers home kolkata bars,Moderately Trending,649,96,338
russian slitthroat girl offered trip netherlands,Moderately Trending,784,0,38
woman falls gap train platform men save,Low Trending,98,182,136
satellite images arctic lakes bubbling methane,Moderately Trending,805,115,345
samsung beats intel worlds largest chipmaker,Moderately Trending,841,15,216
united reimburses flyers flight man dragged,Low Trending,105,53,368
bombay hc directs court proceed trial sooraj,Highly Trending,649,174,462
instagram tests feature let users follow hashtags,Low Trending,132,187,361
apple acquired danish startup spektral mn,Moderately Trending,891,156,104
woman publicly raped beheaded serving fish congo,Highly Trending,698,138,343
ukraine parliament votes end friendship treaty russia,Low Trending,0,111,12
learned pallaviakbars relationship late night calls wife,Moderately Trending,500,31,245
rani says women responsible metoo,Low Trending,257,103,319
taimur threat akshay jokes kareena kapoor,Highly Trending,810,189,232
india fared pakistan odi cricket,Moderately Trending,830,70,359
sad culture great country ripped trump,Moderately Trending,804,19,239
hsbc pay mn settle currency rigging probe,Highly Trending,990,177,441
delhi uber driver hits car girl refuses talk,Low Trending,399,136,279
article impeachment filed donald trump,Moderately Trending,398,22,279
firing didnt secs amarnath attack survivor,Moderately Trending,726,37,484
fatherson shot dead spat air cooler delhi,Low Trending,12,104,232
football linesman left bloodied fan club issues apology,Moderately Trending,772,147,198
delhi metros nonexecutive staff called strike sunday meeting managing director senior officials delhi metro rail corporationthe employees demanding salary increase rolling action staff council members metro employees threatened strike monday demands met,Low Trending,561,177,200
air india plane mistakenly lands underconstruction runway,Low Trending,498,197,170
google able remove objects photos soon,Moderately Trending,377,27,135
virat kohli asks rohit sharma share double ton handbook,Moderately Trending,811,76,186
jailed exbdesh pm zia critical able walk,Highly Trending,576,194,60
csk shares picture ms dhoni number plate car,Low Trending,164,65,243
urvashi apologises copying gigi hadids comment caption,Low Trending,292,128,239
japan firm wins cr appeal exranbaxy promoters,Highly Trending,750,175,368
sara beautiful bundle energy kedarnath director,Moderately Trending,899,160,96
think replacing sidhuji kapil,Moderately Trending,854,162,168
aus watch harmanpreet t wc healy,Highly Trending,997,92,269
tesla apps new feature lets users heat car seats remotely,Low Trending,354,51,395
boy kills self friends bully acting feminine,Moderately Trending,742,37,393
california reduces penalty intentional hiv infection,Moderately Trending,586,96,89
maharashtra govt distribute cr drought relief,Highly Trending,754,108,397
researcher claims uber record users iphone screens,Moderately Trending,955,57,211
hang accused mla says unnao rape case survivor,Moderately Trending,786,90,295
neetu kapoor shares pic ranbir rishi riddhima,Moderately Trending,898,105,194
woman blacked babys death gets yrs jail,Moderately Trending,891,71,421
govt asks google facebook remove blue whale game links,Low Trending,431,162,135
look salman katrina bharat revealed,Low Trending,729,192,208
fell love shraddha pic sets haseena,Low Trending,386,40,400
pnb sell bad loan accounts recover cr dues,Low Trending,80,150,239
haryana folk singers body slit throat rohtak,Highly Trending,902,142,39
given prime minister speaks amit shah,Moderately Trending,877,6,214
messi ronaldo el clsico st time years,Low Trending,282,69,116
paris deals c limit achievable claims new study,Low Trending,313,122,237
resolution teesta issue transform india ties hasina,Low Trending,21,32,466
missing people reunited families ukhand,Moderately Trending,842,90,375
startup plans worlds manmade meteor shower,Low Trending,119,41,261
journalist slams tamil nadu governor patting cheek,Low Trending,570,151,190
couple makes kids quit school sells possessions travel,Low Trending,24,65,388
robot dogs buddhist funeral japan,Low Trending,388,86,419
forever favourite forever champion sania andy murray,Moderately Trending,596,38,170
trailer farhan akhtars lucknow central released,Low Trending,512,156,177
man faces defamation trial liking facebook posts,Low Trending,418,62,490
salvador dals remains reburied failed paternity test,Low Trending,543,175,12
road safety marathon held jln stadium march,Moderately Trending,897,55,165
pietersen names sachin sehwag openers test xi,Highly Trending,878,200,118
sl captain coach admit breaching iccs code conduct,Low Trending,156,199,476
krushnas claim fame hes govindas nephew govindas wife,Highly Trending,680,100,103
centre spent k cr ads april rti,Moderately Trending,957,162,146
couple kills man chops penis bengaluru,Highly Trending,962,49,437
nuclear deal shaken trumps quakes iran prez rouhani,Low Trending,446,193,208
single hacker bring german elections experts,Low Trending,71,136,386
woman syndrome competes beauty pageant,Highly Trending,634,185,339
freedom fighter coined slogan quit india,Low Trending,632,197,211
doctor gives fake cancer treatments buys jet maserati,Low Trending,94,163,28
anchor protector anshula wishes brother arjun bday,Moderately Trending,929,35,143
teenager killed opposing gambling delhi,Low Trending,342,69,426
youngest person birth years old,Moderately Trending,489,46,116
abu salem kept jail yrs argues lawyer,Low Trending,67,120,414
srk gives chak india speech hockey wc opening ceremony,Low Trending,138,44,360
bihar board fined lakh wrongly failing student,Low Trending,150,89,103
mcdonalds official twitter handle posts antitrump tweet,Low Trending,267,139,311
global debt times size world economy study,Highly Trending,997,127,406
pak thrash wi rd time days complete whitewash,Low Trending,497,124,306
ambani family earned cr dividend income yrs,Highly Trending,875,149,261
dont hide award surprising kriti,Low Trending,385,65,457
im available big b working tall actresses,Low Trending,348,84,248
free land gurukuls providing free education haryana cm,Moderately Trending,798,10,337
press makes uncivil trump,Low Trending,135,144,262
uk minister offers resignation coming late parliament,Low Trending,215,135,335
new abba penalty shootout format football,Highly Trending,100,143,441
british surfer breaks crushed ft wave,Moderately Trending,887,86,156
insulator turned conductor quadrillionth second,Low Trending,378,109,132
british woman cop sacked racist slur indian eatery,Low Trending,316,115,429
sa win test series vs aus home time years,Low Trending,313,117,124
atletico kolkata renamed aamar tomar kolkata atk,Moderately Trending,989,135,199
gravitational wave pushes black hole galaxys centre,Low Trending,621,147,293
rohit pips yuvraj record sixes indian tis,Low Trending,247,111,31
yrold boy marries yrold fulfil ill mothers wish,Moderately Trending,603,4,305
pilot instructor questioned flight hits people,Moderately Trending,570,80,196
pregnant woman gets hiv blood transfusion govt hospital,Moderately Trending,355,9,206
kapil sharma hospitalised complaining uneasiness,Low Trending,271,80,125
indianorigin couple special needs child refused airline,Highly Trending,414,159,453
allowed illegal ft hanuman statue delhi hc cbi,Moderately Trending,578,111,369
sc refuses defer ayodhya case lok sabha polls,Highly Trending,429,152,303
ganga cleanliness pledge day observed,Moderately Trending,682,60,5
carrie fisher feature star wars film reports,Low Trending,480,113,247
bhardwaj denies rumours casting fatima sanya film,Low Trending,51,117,181
india beats facebooks user,Low Trending,82,154,394
samsung reports largest quarterly profit,Low Trending,165,135,281
use fords plants build cars volkswagen ceo,Moderately Trending,848,45,382
hdfc sells invokes pledged shares unitech,Low Trending,370,81,131
amrapali sold flats sq ft took rest black money auditors,Highly Trending,866,181,195
reckitt benckiser executives quit post weak performance,Moderately Trending,793,4,472
homemakers make cr sales social media report,Highly Trending,804,37,243
priyanka chopra named worlds hottest woman maxim,Low Trending,57,80,338
dera used printing press building mass castration cbi,Highly Trending,999,68,463
jacqueline daisys fight scene race sensuous salman,Highly Trending,696,103,186
du book teaches students emails short like skirts,Low Trending,324,166,140
serena williams named highest paid female athlete,Moderately Trending,806,194,146
demonetised notes converted stationery tn prisoners,Low Trending,8,21,63
expelled gujarat congress mlas resign join bjp,Moderately Trending,514,89,326
womens championship winning team declines trumps invite,Highly Trending,900,86,484
defence ministry conduct online quiz gallantry awards,Low Trending,268,61,112
nepal fm radio airs samajwadi partys poll campaign,Highly Trending,832,182,331
white walker seals deal ashwin pujara,Moderately Trending,801,63,218
tripura partner bcci building capacity stadium,Highly Trending,719,175,180
movie tickets price karnataka capped today,Moderately Trending,456,14,337
resolve mahadayi dispute bjp wins ktaka polls shah,Moderately Trending,554,62,298
driver lands worlds monster truck flip,Low Trending,44,177,415
exmumbai model accuses muslim husband love jihad,Highly Trending,534,105,300
sunil dutt shared bday wishes letter paresh day death,Highly Trending,782,41,326
centre unprepared sc special courts try politicians,Low Trending,12,196,470
tv channel apologises indian terrorist scene quantico,Low Trending,612,150,248
officer cbi bribe probe sent port blair public,Low Trending,352,99,6
jk soldiers inform units valley going home,Low Trending,216,166,430
worlds smallest house spanning just hair width,Low Trending,190,34,119
women fighter pilots commissioned december,Highly Trending,913,169,496
android founders startup skips oreo stability issues,Low Trending,616,170,106
trailer arjun parineetis namaste england released,Highly Trending,691,199,285
ford debuts powerful mustang shelby gt,Low Trending,352,162,192
theres flood snakes mongooses unite shah oppn,Low Trending,201,196,440
want children reality shows sunidhi,Highly Trending,841,124,481
release date ayushmann radhikas andhadhun announced,Low Trending,471,128,419
businesses registered gst pay tax arun jaitley,Moderately Trending,822,36,17
ed attaches assets worth crore diamond power infra,Low Trending,36,198,124
yoga day celebrated machu picchu great wall china,Low Trending,286,158,99
man throws wife terrace giving triple talaq,Highly Trending,672,196,66
trump admins new hb visa plan affect indian workers,Low Trending,262,164,354
fine boys trapped thai cave write letters parents,Low Trending,504,102,440
australia votes favour legalising samesex marriage,Highly Trending,755,155,179
rajasthan bjp mla quits party denied ticket,Low Trending,54,152,323
mom robs bank leaving yearold taxi,Low Trending,163,125,252
blue origins space launch tourists crew bezos,Moderately Trending,901,66,429
wheelchairbound delhi woman slams uber discrimination,Highly Trending,428,129,386
police warns netflix users email phishing scam,Highly Trending,758,137,320
arrested stealing encashing cheques mumbai,Low Trending,206,14,434
fdi air india means preferential treatment govt,Moderately Trending,867,127,138
indigo compensation firm faulty engines,Low Trending,360,24,450
karate teacher rapes yrold girl patna school arrested,Low Trending,132,18,30
indian monsoon normal year skymet,Highly Trending,777,174,290
harry potter author jk rowling apologised series tweets falsely accused president donald trump refusing shake hand child wheelchair event week rowling slammed removing tweets social media account comments proved incorrect,Highly Trending,386,65,493
rebel world cup taking place london,Moderately Trending,487,11,200
vijay mallya person named fugitive economic offender,Moderately Trending,929,45,146
spain threatens veto brexit deal gibraltar issue,Moderately Trending,976,25,404
tv campaign educate americans sikhism launched,Low Trending,464,94,391
waves hit journo reporting destructive waves,Low Trending,396,127,30
dept share firms tax info corporate ministry,Highly Trending,854,125,312
constitution important govt gita quran maha cm,Moderately Trending,617,90,382
rps christian breached ipl rules wearing stokes jersey,Moderately Trending,907,69,162
eng spinner trolls gilchrist calls ears satellite dishes,Highly Trending,943,37,291
twitter reacts congress presidential election,Low Trending,70,39,86
muslim clerics advise greet hug eid uladha,Highly Trending,656,189,345
honouring law minister defends garlanding lynching convicts,Moderately Trending,572,33,99
