Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
Instagram,08:08.9,771,0,253,32.44,youths gangrape yearold girl make video incident,yearold girl uttar pradesh allegedly gangraped youths video incident police said friday girl attending engagement ceremony accused convinced accompany neighbouring village joined raped accused arrested
LinkedIn,34:00.7,912,165,500,45.56,yearold mumbai hospital gets st cadaver donation,mumbais yearold sir jj hospital sunday reportedly got case cadaver donation yearold braindead womans organs donated family hospital hospital transplanted liver eyes patients woman reportedly admitted hospital met accident declared braindead days
Facebook,04:03.5,962,19,426,198.73,seal illegal resorts nilgiris elephant corridor sc tn,supreme court thursday directed tamil nadu government seal resorts hotels constructed illegally elephant corridor nilgiris hours bench asked resort hotel owners produce documents approval collector hours expressing displeasure constructions bench said elephants national heritage
Twitter,35:29.6,267,146,233,23.57,govt launch school chalo abhiyan enrol lakh kids,union human resource development minister prakash javadekar friday said government undertake school chalo abhiyan year enrol lakh students country schools states started year onwards launch entire country planning javadekar added
Facebook,31:06.8,447,116,24,16.61,did cong support gabbar singh tax parliament singh,slamming congress terming gst gabbar singh tax union home minister rajnath singh saturday asked party chose support tax regime parliament congress vice president rahul gandhi asserted gst requires reforms adding party warned government consequences wrong implementation gst
Facebook,19:51.2,446,145,453,134.54,fake patanjali website robs trader lakh,trader defrauded noida operator fake patanjali website offered distributorship lakh trader duped website wwwpatanjalidistributorsorg offered distributorship baba ramdevled patanjali products trader showed deposited lakh bank account website owner stopped responding calls messages
Instagram,25:23.8,16,75,290,8.75,second saudi prince dies hours,hours death saudi prince mansour bin muqrin helicopter crash saudi royal court announced death yearold prince abdul aziz youngest son king fahd court didnt cite reason death reports claim prince killed gunfight resisting arrest anticorruption probe
LinkedIn,34:10.5,23,107,415,11.95,man returns home days family conducts funeral,man kerala presumed dead family returned home days family conducted funeral police said friday man missing months following family mistakingly identified unclaimed decomposed body karnataka going similar scar
Facebook,16:57.8,239,158,107,45.78,time imran hit sixes power bdesh pm,bangladesh pm sheikh hasina sunday said pakistan pm imran khan hit sixes field time hit sixes power adding happy hasina said extend cooperation seeks
Facebook,38:07.8,140,19,374,35.16,central board excise customs criticised west bengals introduction eway waiting launch centre eway rolled infrastructure ready employ rfid chips qr codes ensure speedy movement goods gst eway required transport goods worth,kolkata jul central board excise customs nodal national agency administering customs gst unhappy west bengals introduction eway waiting launched centre country west bengal states country introduced eway urged state procedure hold rolled centre states cbec official told pti eway creating problems trade process working isolation said official said cbec dictate state government withdraw state subject
Twitter,14:34.1,562,43,20,24.6,yearold killed pakistan cleric fleeing madrasa,pakistani cleric arrested allegedly beating death yearold boy tried run away madrasa police officials said visible signs torture body notably madrasas shut country allegedly brainwashing children pushing terrorism
LinkedIn,30:29.7,230,4,292,16.34,political parties funds unknown sources report,total income political parties years came unknown sources said report released association democratic reforms adr income unknown sources amounted crore total declared income tax returns giving source funds donations
LinkedIn,40:26.6,228,45,371,20.89,england football manager lookalike leads crowd india test,england football manager gareth southgates doppelgnger neil rowe member barmy army led chanting crowd fourth day englandindia test rowe popular fifa world cup earlier used watch englands cricket matches dressed uks queen notably rowe british airways pilot surrey
LinkedIn,52:25.0,474,61,483,23.52,philippines bans private use firecrackers,philippines president rodrigo duterte tuesday signed executive order banning private use firecrackers country aimed minimising risk injuries casualties new decree restricts use firecrackers public displays trained person supervising event notably health authorities recorded fireworksrelated injuries country welcomed
Instagram,17:32.9,94,125,401,14.51,salman khan performs delhi dabangg tour,salman khan performed new delhi sunday delhi edition dabangg tour bollywood celebrities including sonakshi sinha kriti sanon daisy shah maniesh paul prabhu deva performed event actor earlier performed internationally cities like auckland hong kong melbourne tour
Facebook,26:48.9,161,57,429,18.44,anil kapoor shares look upcoming film fanney khan,anil kapoor took social media share look upcoming film fanney khan think know fanneykhan think just tip iceberg fanney thing expect unexpected wrote photo fanney khan star aishwarya rai bachchan rajkummar rao
Facebook,35:15.6,493,71,343,28.92,bengal u hockey players shave heads coach loss,bengal hockey team players shaved heads losing namdhari xi quarterfinal junior national championship b division coach anand kumar allegedly told players halftime heads tonsured lost coach later said said frustration didnt mean words
Instagram,41:54.4,163,158,64,14.71,born different colouring hair hardik,mumbai indians allrounder hardik pandya said born different started colouring hair just coach asked happened say id gone haircut colour fell got accidentally pandya added said attitude time
Twitter,04:54.6,830,182,51,43.21,stranger things actress millie deactivates twitter account,stranger things actress millie bobby brown deactivated twitter account reportedly users posted memes showing homophobic hashtag takedownmilliebobbybrown memes went viral social media defending millie user tweeted humanity really worst hope feel good tearing yearold
Instagram,08:31.7,534,175,403,47.02,psychopath mom hp hotelier shot officer,mother vijay thakur kasauli hotelier shot dead female officer demolition drive said suddenly psychopath added son revolver thought misuse weapon shot assistant town planner team started demolition illegal construction hotel
